Mkoa,District,Kata,Kijiji,Namba ya barabara,Urefu wa barabara,Group name,Number of group members,F,M,Discount,Dis,Reg type1,Reg type2,Reg type3,Latitude,Longitude
Morogoro,Kilombero,Mlali,Mlali,,,WAKINA MAMA MAZINGIRA,25,22,3,,0,CMG,,,-7.7888941,37.0380919
Morogoro,Kilombero,Mlali,Mlali,,,WANAWAKE KUJIAMINI,16,16,0,,0,CMG,,,-7.7888436,37.038086
Morogoro,Kilombero,Mlali,Mlali,,,mapambano ,18,0,18,,0,CMG,,,-7.76674,36.9575246
Morogoro,Kilombero,Mlali,Mlali,,,mwenda pole,11,11,0,,0,CMG,,,-7.8912523,36.9527449
Morogoro,Kilombero,Mlali,Mlali,,,Temobo,23,7,16,,0,CMG,,,-7.8912973,36.9527029
Morogoro,Kilombero,Mlali,Mlali,,,JITUME GROUP MHELULE,15,5,10,,0,CBRM,,,-7.8912411,36.9527741
Morogoro,Kilombero,Mlali,Mlali,,,Hapa Kazi tu,35,25,10,,0,CMG,,,-7.8912798,36.9527248
Morogoro,Kilombero,Mlali,Mkuyuni,,,Tushikamane group Kisawasawa,18,18,0,,0,CMG,,,-7.8961196,36.875672
Morogoro,Kilombero,Mlali,Mkuyuni,,,UMOJA NI NGUVU KISAWASAWA,7,7,0,,0,CMG,,,-7.8960847,36.8756049
Morogoro,Kilombero,Mlali,Kinyenze,,,TASAF KISAWASAWA,72,30,42,,0,CBRM,,,-7.896109,36.8756506
Morogoro,Kilombero,Mlali,Kinyenze,,,MSHIKAMANO MBASA,10,10,0,,0,CMG,,,-8.111925,36.6927398
Morogoro,Kilombero,Mlali,Kinyenze,,,VIJANA FIRST BODA BODA,5,1,4,,0,CMG,,,-8.1117935,36.6926489
Morogoro,Kilombero,Mlali,Kinyenze,,,MAMA BORESHA MAISHA,14,14,0,,0,CMG,,,-8.1118764,36.6926383
Morogoro,Kilombero,Mlali,Kinyenze,,,WANAWAKE NA MAENDELEO,16,16,0,,0,CMG,,,-8.1118832,36.692731
Morogoro,Kilombero,Ifakara Mjini,Nduna,,,MUUNGANO WAJASILIAMALI,6,0,6,,0,CMG,,,-8.1388323,36.6784728
Morogoro,Kilombero,Ifakara Mjini,Nduna,,,TWENDE SAWA - IFAKARA,26,26,0,,0,CMG,,,-8.1389074,36.6783318
Morogoro,Kilombero,Ifakara Mjini,Nduna,,,VIJANA MKOMBOZI,12,0,12,,0,CMG,,,-8.1388946,36.6783745
Morogoro,Kilombero,Ifakara Mjini,Nduna,,,TTCIA WANAWAKE,15,15,0,,0,CMG,,,-8.1393239,36.6786997
Morogoro,Kilombero,Ifakara Mjini,Nduna,,,WAKWETU GROUP,10,0,10,,0,CMG,,,-8.1389222,36.6785024
Morogoro,Kilombero,Ifakara Mjini,Nduna,,,MSHIKAMANO,10,0,10,,0,CMG,,,-8.138834,36.6783896
Morogoro,Kilombero,Ifakara Mjini,Nduna,,,VIJANA MSHIKAMANO GROUP,6,2,4,,0,CMG,,,-8.1389431,36.6784492
Morogoro,Kilombero,Ifakara Mjini,,,,Vijana Lioki,5,1,4,,0,CMG,,,-8.0725555,36.6545723
Morogoro,Kilombero,Ifakara Mjini,,,,AKINA MAMA BOMANI,18,18,0,,0,CMG,,,-8.078202,36.6840795
Morogoro,Kilombero,Ifakara Mjini,,,,Mitumba Site,15,11,4,,0,CMG,,,-8.0781549,36.6841526
Morogoro,Kilombero,Ifakara Mjini,,,,Vijana Boda boda Tazara,5,0,5,,0,CMG,,,-8.0781948,36.6841331
Morogoro,Kilombero,Ifakara Mjini,,,,Vijana bodaboda mjimpya,5,0,5,,0,CMG,,,-8.0781827,36.6841612
Morogoro,Kilombero,Ifakara Mjini,,,,Graduators 2005,6,2,4,,0,CMG,,,-8.078245,36.684192
Morogoro,Kilombero,Ifakara Mjini,,,,Umoja ni nguvu,8,8,0,,0,CMG,,,-8.0780929,36.6842353
Morogoro,Kilombero,Utengule,Mpanga,,,Vijana Bodaboda Mpanga,6,0,6,,0,CMG,CBO,,-8.9247624,35.8131203
Morogoro,Kilombero,Utengule,Mpanga,,,Mpanga Road Service,20,3,17,,0,TARURA SPECIAL GROUP,,,-8.9247625,35.8131032
Morogoro,Kilombero,Utengule,Mpanga,,,Maendeleo Mpanga,22,22,0,,0,CMG,CBO,,-8.9247309,35.8130527
Morogoro,Kilombero,Utengule,Mpanga,,,Salanga - Mpanga,11,10,1,,0,CMG,,,-8.9247509,35.8130896
Morogoro,Kilombero,Utengule,Mpanga,,,Vambia Mpanga,10,6,4,,0,CMG,,,-8.9247771,35.8131309
Morogoro,Kilombero,Utengule,Mpanga,,,Jipemoyo - Mpanga,25,25,0,,0,CMG,CBO,,-8.924818,35.8131117
Morogoro,Kilombero,Utengule,Mpanga,,,Twitange Mpanga,19,19,0,,0,CMG,CBO,,-8.9247607,35.8131587
Morogoro,Kilombero,Idete,Miwangani,,,Kizazi Kipya TASAF,15,10,5,,0,USHIRIKA,,,-8.1481144,36.5056066
Morogoro,Kilombero,Idete,Miwangani,,,Akina Mama Tunaweza,10,10,0,,0,CMG,,,-8.1480964,36.5055939
Morogoro,Kilombero,Idete,Miwangani,,,Baraka,30,21,9,,0,CMG,CBO,,-8.148081,36.5055562
Morogoro,Kilombero,Idete,Miwangani,,,Jitume,14,13,1,,0,USHIRIKA,,,-8.1480836,36.505611
Morogoro,Kilombero,Idete,Miwangani,,,Tutaweza,13,12,1,,0,USHIRIKA,,,-8.1480709,36.5055824
Morogoro,Kilombero,Mngeta,Mkangawalo,,,Umoja Ilole,13,13,0,,0,CMG,,,-8.3732322,36.0890088
Morogoro,Kilombero,Mngeta,Mkangawalo,,,Dhiki na Faraja,22,22,0,,0,CMG,,,-8.3732677,36.089004
Morogoro,Kilombero,Mngeta,Mkangawalo,,,Wote ni Wamoja,7,7,0,,0,CMG,,,-8.3731959,36.0891126
Morogoro,Kilombero,Mngeta,Itongowa,,,Bodaboda Miti B,6,3,3,,0,CMG,,,-8.3551861,36.0744841
Morogoro,Kilombero,Mngeta,Itongowa,,,Vijana Nguvu Moja,5,5,0,,0,CMG,,,-8.3552195,36.07457
Morogoro,Kilombero,Mngeta,Itongowa,,,Ushirikiano Itongowa,8,8,0,,0,CMG,,,-8.355249,36.0745573
Morogoro,Kilombero,Mngeta,Itongowa,,,Vijana Wise,5,3,2,,0,CMG,,,-8.355242,36.0745538
Morogoro,Kilombero,Mngeta,Itongowa,,,Bodaboda Miti Miwili,5,0,5,,0,CMG,CBO,,-8.3552391,36.0745589
Morogoro,Kilombero,Mngeta,Itongowa,,,Bodaboda Mtongowa,27,3,24,,0,CMG,CBO,,-8.3552433,36.0745621
Morogoro,Kilombero,Mngeta,Itongowa,,,Faraja Salaam Club,10,10,0,,0,CMG,CBO,,-8.3552338,36.0744666
Morogoro,Kilombero,Mngeta,Ikule,,,Bodaboda Kikoleko Ikule,11,5,6,,0,CBO,,,-8.4127513,36.0103741
Morogoro,Kilombero,Mngeta,Ikule,,,Tupendane,10,9,1,,0,CMG,,,-8.4127349,36.0103889
Morogoro,Kilombero,Ifakara Mjini,Nduna,,,WAPENDANAO ,25,21,4,,0,CMG,,,-7.6791813,36.9691491
Morogoro,Kilombero,Mwaya,Mgudeni,,,TASAF MGUDENI,36,30,6,,0,CBRM,,,-7.8643659,36.8901578
Morogoro,Kilombero,Mwaya,Kiswanya,,,TASAF MWAYA,28,14,14,,0,CBRM,,,-7.8642352,36.8901549
Morogoro,Kilombero,Mwaya,Mgudeni,,,UMOJA NI NGUVU NGUDENI,22,11,11,,0,TARURA SPECIAL GROUP,,,-7.8642905,36.8901398
Morogoro,Kilombero,Mwaya,Kiswanya,,,KAZI GROUP KISWANYA,28,10,18,,0,TARURA SPECIAL GROUP,,,-7.8642947,36.890179
Morogoro,Kilombero,Mwaya,Mgudeni,,,BODABODA AMANI UTULIVU,9,0,9,,0,CMG,,,-7.8643256,36.8901794
Morogoro,Kilombero,Mwaya,Mgudeni,,,MAKIMINYU MWAYA,30,30,0,,0,CMG,,,-7.8643382,36.8901789
Morogoro,Kilombero,Utengule,Mpanga,,,Umoja Mpanga,15,10,5,,0,TARURA SPECIAL GROUP,,,-7.9343056,36.9136694
Morogoro,Mvomero,Melela,Melala,,,Ujamaa _ Melela,14,6,8,,0,CMG,,,-6.9200837,37.4303859
Morogoro,Mvomero,Melela,Melala,,,Juhudi Worth Yetu,15,15,0,,0,CMG,,,-6.9200837,37.4303859
Morogoro,Mvomero,Melela,Melala,,,Melela Nyuki group,20,11,9,,0,CMG,,,-6.9200837,37.4303859
Morogoro,Mvomero,Melela,Melala,,,Melela Women group,9,9,0,,0,CMG,,,-6.9200837,37.4303859
Morogoro,Mvomero,Melela,Melala,,,Mwanzo Mgumu,30,30,0,,0,CMG,,,-6.9200837,37.4303859
Morogoro,Mvomero,Melela,Melala,,,Hapa Kazi,30,30,0,,0,CMG,,,-6.9200837,37.4303859
Morogoro,Mvomero,Melela,Melala,,,Melela Youth Enterprises,20,8,12,,0,CMG,,,-6.9200837,37.4303859
Morogoro,Mvomero,Mangae,Mella,,,Umoja wa kina mama Wamasai,14,14,0,,0,CMG,,,-6.8602253,37.3778676
Morogoro,Mvomero,Mangae,Mella,,,Namnyake,24,24,0,,0,CMG,,,-6.8602738,37.3778862
Morogoro,Mvomero,Mangae,Mella,,,Napupo,19,19,0,,0,CMG,,,-6.8602304,37.3778334
Morogoro,Mvomero,Doma,Kihondo,,,Ushindi group,32,10,22,,0,CMG,,,-7.1163239,37.2975458
Morogoro,Mvomero,Doma,Kihondo,,,KIMAKI,38,22,16,,0,CMG,,,-7.1163239,37.2975458
Morogoro,Mvomero,Doma,Kihondo,,,Umoja B,19,12,7,,0,CMG,,,-7.1163239,37.2975458
Morogoro,Mvomero,Doma,Kihondo,,,UMOJA,31,12,19,,0,CMG,,,-7.1163239,37.2975458
Morogoro,Mvomero,Doma,Kihondo,,,Tuinueni Kiuchumi,29,17,12,,0,CMG,,,-7.1163239,37.2975458
Morogoro,Mvomero,Doma,Kihondo,,,Neema ya Bwana,23,12,11,,0,CMG,,,-7.1163239,37.2975458
Morogoro,Mvomero,Doma,Kihondo,,,Mwendokasi,18,8,10,,0,CMG,,,-7.1163239,37.2975458
Morogoro,Mvomero,Doma,Kihondo,,,Wakubwa group,19,14,5,,0,CMG,,,-7.1163239,37.2975458
Morogoro,Mvomero,Doma,Maharaka,,,VGS_ MAHARAKA,10,2,8,,0,CMG,,,-7.1723142,37.3076048
Morogoro,Mvomero,Doma,Maharaka,,,AKU TEMA,16,7,9,,0,CMG,,,-7.172388,37.3075787
Morogoro,Mvomero,Doma,Maharaka,,,Kaziiendelee zaidi_ Maharaka,16,10,6,,0,CMG,,,-7.1723349,37.3076733
Morogoro,Mvomero,Doma,Maharaka,,,Amani _ Maharaka,27,21,6,,0,CMG,,,-7.1723944,37.3077139
Morogoro,Mvomero,Doma,Maharaka,,,Tumaini group _Maharaka,30,25,5,,0,CMG,,,-7.1723777,37.3076646
Morogoro,Mvomero,Doma,Maharaka,,,Zinduka _ Maharaka,28,20,8,,0,CMG,,,-7.1723594,37.3076635
Morogoro,Mvomero,Doma,Maharaka,,,Mkombozi group_Maharaka,20,13,7,,0,CMG,,,-7.1723631,37.3076745
Morogoro,Mvomero,Doma,Maharaka,,,Upendo_ Maharaka,7,3,4,,0,TARURA SPECIAL GROUP,,,-7.1723521,37.3076592
Morogoro,Mvomero,Doma,Maharaka,,,Viwama_ Maharaka,15,5,10,,0,CMG,,,-7.1722914,37.3076452
Morogoro,Mvomero,Doma,Maharaka,,,Nguvu Moja _Maharaka,18,12,6,,0,CMG,,,-7.1723749,37.3076879
Morogoro,Mvomero,Doma,Maharaka,,,TWANZEGE _Maharaka,17,6,11,,0,CMG,,,-7.1723027,37.3076109
Morogoro,Mvomero,Doma,Maharaka,,,Kitunga_ Maharaka,16,14,2,,0,CMG,,,-7.1723383,37.3076128
Morogoro,Mvomero,Doma,Maharaka,,,Chigulumbwe,7,5,2,,0,CMG,,,-6.9566717,37.5376328
Morogoro,Mvomero,Mlali,Mlali,,,Tushikamane _ TASAF,14,13,1,,0,CBRM,,,-6.956717,37.5376195
Morogoro,Mvomero,Mlali,Mlali,,,Mashujaa,14,14,0,,0,CMG,,,-6.956696,37.5376795
Morogoro,Mvomero,Mlali,Mkuyuni,,,Familia,12,0,12,,0,CMG,,,-6.9566652,37.5376384
Morogoro,Mvomero,Mlali,Mkuyuni,,,Mkuyuni group,12,0,12,,0,CMG,,,-6.956616,37.5376376
Morogoro,Mvomero,Mlali,Kinyenze,,,Mwirorese,13,13,0,,0,CMG,,,-6.9567039,37.5376329
Morogoro,Mvomero,Mlali,Kinyenze,,,Tuke Ukae,6,0,6,,0,CMG,,,-6.9566063,37.5375274
Morogoro,Mvomero,Mlali,Peko Misegese,,,TUKALEHAMWE,14,9,5,,0,CMG,,,-6.9567265,37.5377245
Morogoro,Mvomero,Mlali,Peko Misegese,,,Mpilani,12,6,6,,0,CMG,,,-6.9567649,37.5376515
Morogoro,Mvomero,Mlali,Peko Misegese,,,Nguvu kazi,25,11,14,,0,CMG,CBRM,,-6.9569894,37.537689
Morogoro,Mvomero,Doma,Doma,,,Tugeruke _ Doma,14,9,5,,0,CMG,,,-7.0958081,37.2401973
Morogoro,Mvomero,Doma,Doma,,,EDENI_ DOMA,16,7,9,,0,CMG,,,-7.0957944,37.2402171
Morogoro,Mvomero,Doma,Doma,,,Amani na Upendo,15,15,0,,0,CMG,,,-7.0957418,37.2401196
Morogoro,Mvomero,Doma,Doma,,,Jiimarishe_Doma,15,5,10,,0,CMG,,,-7.095826,37.240159
Morogoro,Mvomero,Doma,Doma,,,Akuakuki _Doma,15,8,7,,0,CMG,,,-7.0957619,37.2401201
Morogoro,Mvomero,Doma,Doma,,,Tutafute_Doma,20,8,12,,0,CMG,CBRM,,-7.0957897,37.2401303
Morogoro,Mvomero,Doma,Doma,,,Tuwezeshane_Doma,26,11,15,,0,CBRM,CMG,,-7.0957811,37.2401398
Morogoro,Mvomero,Doma,Doma,,,Faraja group,23,16,7,,0,CMG,CBRM,,-7.0957844,37.2401936
Morogoro,Mvomero,Doma,Doma,,,BodaKido,5,0,5,,0,CBRM,,,-7.0958012,37.2402076
Morogoro,Mvomero,Doma,Doma,,,Kikundi cha Fundisho,15,10,5,,0,CMG,CBRM,,-7.0957078,37.2402005
Morogoro,Mvomero,Doma,Maharaka,,,Kazi iendelee _ Doma,20,8,12,,0,CMG,CBRM,,-7.0958419,37.2402114
Morogoro,Mvomero,Doma,Maharaka,,,Twasote _Doma,6,6,0,,0,CMG,CRB,,-7.0958256,37.2401888
Morogoro,Mvomero,Doma,Maharaka,,,Mshikamano _Doma,17,10,7,,0,CMG,,,-7.0957941,37.2401459
Morogoro,Mvomero,Doma,Maharaka,,,Umoja ni nguvu _ Doma,15,3,12,,0,CMG,,,-7.0957744,37.2402229
Morogoro,Mvomero,Doma,Maharaka,,,Jitihada _ Doma,18,18,0,,0,CMG,,,-7.0957975,37.2402024
Morogoro,Mvomero,Doma,Maharaka,,,Tupendane group _ Doma,24,19,5,,0,CBRM,,,-7.0957639,37.2401714
Morogoro,Mvomero,Doma,Maharaka,,,Jiwezeshe _ Doma,19,15,4,,0,CMG,CBRM,,-7.0957791,37.2401772
Morogoro,Mvomero,Doma,Maharaka,,,Boresha Maisha _ Doma,24,18,6,,0,CMG,CBRM,,-7.0957938,37.2402007
Morogoro,Mvomero,Msongozi,Msongozi,,,Twanzeni,9,1,8,,0,CMG,,,-7.0708016,37.3389534
Morogoro,Mvomero,Msongozi,Msongozi,,,Nufaika,12,11,1,,0,CMG,,,-7.0707702,37.338932
Morogoro,Mvomero,Msongozi,Msongozi,,,Mshikamano,18,16,2,,0,CMG,,,-7.0707494,37.3389362
Morogoro,Mvomero,Msongozi,Msongozi,,,Youth Development Fighters,6,0,6,,0,CMG,,,-7.0707676,37.3390291
Morogoro,Mvomero,Msongozi,Msongozi,,,Umoja group,11,5,6,,0,CMG,,,-7.0706813,37.3390107
Morogoro,Mvomero,Msongozi,Msongozi,,,Twilole ,26,16,10,,0,CMG,,,-7.0707387,37.3389693
Morogoro,Mvomero,Msongozi,Msongozi,,,Juhudi na Maendeleo,10,3,7,,0,CMG,CBRM,,-7.0706787,37.3389655
Morogoro,Mvomero,Msongozi,Msongozi,,,Walonge _ Msongozi,15,15,0,,0,CMG,,,-7.0707708,37.3389339
Morogoro,Mvomero,Msongozi,Msongozi,,,Grata group,16,16,0,,0,CMG,,,-7.0706974,37.3389599
Morogoro,Mvomero,Msongozi,Msongozi,,,Twahamwe ,10,7,3,,0,CMG,,,-7.0707637,37.3390215
Morogoro,Mvomero,Msongozi,Pasua,,,Twavivo,12,12,0,,0,CMG,,,-7.0707957,37.3389779
Morogoro,Mvomero,Msongozi,Pasua,,,Ushirikiano,27,12,15,,0,CMG,,,-7.0707948,37.3389513
Morogoro,Mvomero,Msongozi,Pasua,,,Tushikamane,20,3,17,,0,CMG,,,-7.0707906,37.3389482
Morogoro,Mvomero,Msongozi,Pasua,,,Boda BodaPasua,5,0,5,,0,CMG,,,-7.0707932,37.338936
Morogoro,Mvomero,Msongozi,Pasua,,,Upendo Msongozi,24,14,10,,0,CMG,,,-7.070795,37.3389354
Morogoro,Mvomero,Msongozi,Pasua,,,Namnyaki _ Msongozi,10,10,0,,0,CMG,,,-7.0707682,37.3389248
Morogoro,Mvomero,Mtipule,Mtipule shule,,,Cangamoto B,20,20,0,,0,CMG,,,-7.0025174,37.2738743
Morogoro,Mvomero,Mtipule,Mtipule shule,,,Twikinde,18,6,12,,0,CMG,,,-7.0024623,37.2738882
Morogoro,Mvomero,Mtipule,Mtipule shule,,,Pawa Msongozi,19,19,0,,0,CMG,,,-7.0025171,37.273924
Morogoro,Mvomero,Mtipule,Mtipule shule,,,Boda Boda Mkata,13,0,13,,0,CMG,,,-7.0025271,37.2739283
Morogoro,Mvomero,Mtipule,Mtipule shule,,,Twiyafe,16,3,13,,0,CMG,,,-7.0025553,37.2739113
Morogoro,Mvomero,Mtipule,Mtipule shule,,,Watu na Mazingira,17,10,7,,0,CMG,,,-7.0025359,37.2738901
Morogoro,Mvomero,Mtipule,,,,Tukeni _ Nyanza,7,7,0,,0,CMG,CBRM,,-6.9510785,37.6243528
Morogoro,Mvomero,Mzumbe,Sangasanga,,,Twikinde TASAF,10,5,5,,0,CBRM,CMG,,-6.8921401,37.5596017
Morogoro,Mvomero,Mzumbe,Sangasanga,,,Upendo,30,24,6,,0,CMG,,,-6.892019,37.5596297
Morogoro,Mvomero,Mzumbe,Sangasanga,,,Twijikwamue,28,20,8,,0,CMG,,,-6.8920526,37.5595681
Morogoro,Mvomero,Mzumbe,Sangasanga,,,Youth Vibrated Rocks,5,0,5,,0,CMG,,,-6.8921442,37.5596204
Morogoro,Mvomero,Lubungo,Mafulu,,,Umoja kinamama Upendo,14,14,0,,0,CMG,,,-6.8349225,37.4989954
Morogoro,Mvomero,Lubungo,Mafulu,,,Mwanamke Jikomboe,5,5,0,,0,CMG,,,-6.8349157,37.4989509
Morogoro,Mvomero,Lubungo,Mafulu,,,Eleto_ lubungo,19,12,7,,0,CMG,,,-6.8348358,37.4989079
Morogoro,Mvomero,Lubungo,Mafulu,,,Vijana Wabunifu,9,4,5,,0,CMG,,,-6.8348522,37.4989942
Morogoro,Mvomero,Lubungo,Mafulu,,,Tupendane,20,16,4,,0,CMG,,,-6.8347874,37.4989315
Morogoro,Mvomero,Lubungo,Mafulu,,,Nameloki,20,18,2,,0,CMG,,,-6.8348694,37.4990059
Morogoro,Mvomero,Kinda,Ndole,,,Upendo,9,6,3,,0,USHIRIKA,,,-6.1540182,37.3903294
Morogoro,Mvomero,Kinda,Ndole,,,Amani,18,16,2,,0,CMG,,,-6.1539605,37.3903771
Morogoro,Mvomero,Kinda,Ndole,,,Hapa Kazi,19,19,0,,0,USHIRIKA,,,-6.1539673,37.390376
Morogoro,Mvomero,Kinda,Ndole,,,Amani,23,20,3,,0,CMG,,,-6.1539812,37.3903743
Morogoro,Mvomero,Kinda,Ndole,,,Masatu,20,20,0,,0,CMG,CBO,,-6.1539798,37.3903621
Morogoro,Mvomero,Kinda,Ndole,,,Juhudi,21,19,2,,0,CMG,CBO,,-6.154002,37.3903977
Morogoro,Mvomero,Kinda,Ndole,,,Upendo Ndole,10,10,0,,0,CBO,CMG,,-6.1539885,37.3903181
Morogoro,Mvomero,Kinda,Ndole,,,Vijana Group,16,7,9,,0,CBO,,,-6.1539356,37.3903136
Morogoro,Mvomero,Kinda,Ndole,,,Mabadiliko,23,20,3,,0,CMG,,,-6.1539245,37.390373
Morogoro,Mvomero,Kinda,Ndole,,,Manyata digwamase,19,18,1,,0,CMG,,,-6.1540022,37.3903494
Morogoro,Mvomero,Kinda,Ndole,,,Digwamazi Youth Group,10,2,8,,0,CMG,,,-6.1539824,37.3903599
Morogoro,Mvomero,Kinda,Ndole,,,Hapa Kazi Tu,15,4,11,,0,CBO,,,-6.1539498,37.3903608
Morogoro,Mvomero,Kinda,Ndole,,,Upendo A TASAF,11,11,0,,0,CMG,,,-6.1539871,37.3903891
Morogoro,Mvomero,Kinda,Ndole,,,Mapambano,21,14,7,,0,CMG,,,-6.1539711,37.3903923
Morogoro,Mvomero,Kinda,Ndole,,,Ufugaji wa nyuki wa kisasa na upandaji wa miti,15,8,7,,0,CMG,,,-6.1539633,37.3903812
Morogoro,Mvomero,Kinda,Ndole,,,Kisoma,24,8,16,,0,CMG,CBO,,-6.1533935,37.4353408
Morogoro,Mvomero,Kinda,Ndole,,,Jitegemee,32,32,0,,0,CMG,CBO,,-6.1533428,37.4354332
Morogoro,Mvomero,Kinda,Ndole,,,Tupendane,15,15,0,,0,CMG,,,-6.1533606,37.4354853
Morogoro,Mvomero,Kinda,Makati,,,Tushirikiane,11,11,0,,0,CMG,,,-6.1533491,37.4354529
Morogoro,Mvomero,Kinda,Makati,,,Upendo,30,22,8,,0,CMG,,,-6.1533501,37.4354304
Morogoro,Mvomero,Kinda,Makati,,,Tushirikiane,30,25,5,,0,CMG,,,-6.1532943,37.4353939
Morogoro,Mvomero,Kinda,Makati,,,Wamama Chogo,23,23,0,,0,CMG,,,-6.1533646,37.4354401
Morogoro,Mvomero,Maskati,Dibago,,,Chikazanei,12,0,12,,0,CBO,,,-6.0761831,37.434703
Morogoro,Mvomero,Maskati,Dibago,,,Msekwa A,12,12,0,,0,CBO,,,-6.0762278,37.4346569
Morogoro,Mvomero,Maskati,Dibago,,,Juhudi Magunga,10,4,6,,0,CBO,,,-6.0762307,37.4346668
Morogoro,Mvomero,Maskati,Dibago,,,Juhudi Magunga,10,4,6,,0,CBO,,,-6.0762424,37.4346648
Morogoro,Mvomero,Maskati,Dibago,,,Tugende,17,5,12,,0,CMG,,,-6.0669841,37.4645821
Morogoro,Mvomero,Maskati,Dibago,,,Maduma,29,15,14,,0,CMG,,,-6.06697,37.4645851
Morogoro,Mvomero,Maskati,Dibago,,,Tupendane,33,9,24,,0,CMG,,,-6.0669594,37.4645824
Morogoro,Mvomero,Maskati,Dibago,,,Imani,11,8,3,,0,USHIRIKA,,,-6.0669647,37.4645839
Morogoro,Mvomero,Maskati,Magunga,,,Msekwa B,7,7,0,,0,CMG,,,-6.0669684,37.4645861
Morogoro,Mvomero,Maskati,Magunga,,,Visegese Group,8,8,0,,0,CMG,,,-6.0669706,37.4645873
Morogoro,Mvomero,Maskati,Magunga,,,Nguvu moja,15,14,1,,0,CMG,,,-6.0669774,37.4645638
Morogoro,Mvomero,Maskati,Magunga,,,Hapa Kazi Tu,24,13,11,,0,CMG,,,-6.0669449,37.4646742
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Tunza Mazingira,14,5,9,,0,CBO,,,-6.4380023,37.5324322
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Vijana Mshikamano B,40,6,34,,0,CBO,CMG,,-6.4380349,37.5322738
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Chikimanya B,19,19,0,,0,CMG,CBO,,-6.4380542,37.5322955
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Maridhiano,5,5,0,,0,CBO,,,-6.4380549,37.532351
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Ushindi kwa Maendeleo ya Jamii,10,5,5,,0,CBO,,,-6.4379816,37.5323667
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Kidebwe,5,5,0,,0,CBO,,,-6.4380339,37.5323376
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Tausi,21,21,0,,0,CBO,CMG,,-6.4380019,37.5323616
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Juhudishe,5,5,0,,0,CMG,,,-6.4379655,37.5323791
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Mshikamano,30,30,0,,0,CBO,,,-6.4379734,37.5323871
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Hatushindwi,23,22,1,,0,CBO,,,-6.4380037,37.5323066
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Mwangaza,5,5,0,,0,CBO,CMG,,-6.4380096,37.5323105
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Chipo Sports Club,23,7,16,,0,CBO,,,-6.4380655,37.5324402
Morogoro,Mvomero,Dakawa,Wami Dakawa,,,Dehere,13,13,0,,0,CBO,,,-6.4380458,37.5324169
Morogoro,Mvomero,Dakawa,Mirama,,,Nobama,5,0,5,,0,CBO,CMG,,-6.3732906,37.4437804
Morogoro,Mvomero,Dakawa,Mirama,,,Juhudi,5,1,4,,0,CBO,CMG,,-6.3732811,37.4438011
Morogoro,Mvomero,Mvomero,Mgudeni,,,Nobama,5,0,5,,0,CBO,,,-6.373269,37.4439173
Morogoro,Mvomero,Mvomero,Mgudeni,,,Matawi Imara,7,7,0,,0,CMG,,,-6.3206003,37.4366244
Morogoro,Mvomero,Mvomero,Mgudeni,,,Umapiba,6,2,4,,0,CBO,,,-6.3205909,37.4366711
Morogoro,Mvomero,Mvomero,Mgudeni,,,Iza,9,9,0,,0,CBO,,,-6.3205869,37.4366656
Morogoro,Mvomero,Mvomero,Mgudeni,,,Uaminifu,6,6,0,,0,CBO,CMG,,-6.3205862,37.4366589
Morogoro,Mvomero,Mvomero,Mgudeni,,,Mbugani,5,5,0,,0,CBO,,,-6.3205867,37.4366594
Morogoro,Mvomero,Mvomero,Mgudeni,,,Chikiende,10,10,0,,0,CBO,,,-6.3205796,37.436666
Morogoro,Mvomero,Mvomero,Mgudeni,,,Mwanzo Mgumu,8,8,0,,0,CBO,CMG,,-6.32058,37.4366693
Morogoro,Mvomero,Mvomero,Mgudeni,,,Naisulata,11,11,0,,0,CMG,,,-6.3205904,37.4367209
Morogoro,Mvomero,Mvomero,Mgudeni,,,Mapambano,10,3,7,,0,CBO,,,-6.3205944,37.4366888
Morogoro,Mvomero,Hembeti,Dihombo,,,Uhai Vijana,16,7,9,,0,CBO,CMG,,-6.2686434,37.5337499
Morogoro,Mvomero,Hembeti,Dihombo,,,Kalatuke,10,0,10,,0,CBO,,,-6.2685625,37.5338848
Morogoro,Mvomero,Hembeti,Dihombo,,,Maendeleo,9,5,4,,0,CBO,,,-6.268663,37.5338335
Morogoro,Mvomero,Hembeti,Dihombo,,,Umoja,7,7,0,,0,CMG,CBO,,-6.2686376,37.5338214
Morogoro,Mvomero,Hembeti,Dihombo,,,Upendo,10,10,0,,0,CMG,CBO,,-6.2686254,37.5338179
Morogoro,Mvomero,Hembeti,Dihombo,,,Hembeti Kwa Imani Tunaweza,20,20,0,,0,CMG,CBO,,-6.2686194,37.5339196
Morogoro,Mvomero,Hembeti,Dihombo,,,Manufaa,11,11,0,,0,CBO,,,-6.2686479,37.5338498
