Mkoa,District,Kata,Kijiji,Namba ya barabara,Urefu wa barabara,Group name,Number of group members,F,M,Discount,Dis,Reg type1,Reg type2,Reg type3,Latitude,Longitude
Tanga,Lushoto,Rangwi ,Emao,41064,17.23,Amani group,5,5,0,,0,CMG,,,-4.5531498,38.2776412
Tanga,Lushoto,Rangwi ,Emao,41064,17.23,Jitegemee group ,5,5,0,,0,CMG,,,-4.5531498,38.2776412
Tanga,Lushoto,Rangwi ,Emao,41064,17.23,Upendo group ,5,5,0,,0,CMG,,,-4.5531498,38.2776412
Tanga,Lushoto,Rangwi ,Emao,41064,17.23,Nazareth group,5,5,0,,0,CMG,,,-4.5531498,38.2776412
Tanga,Lushoto,Rangwi ,Emao,41064,17.23,Furaha group ,5,5,0,,0,CMG,,,-4.5531498,38.2776412
Tanga,Lushoto,Rangwi ,Emao,41064,17.23,Umoja group,5,5,0,,0,CMG,,,-4.5531498,38.2776412
Tanga,Lushoto,Rangwi ,Emao,41064,17.23,Juhudi group,5,5,0,,0,CMG,,,-4.5531498,38.2776412
Tanga,Lushoto,Mlola,Lwandai,41108,18.61,Maendeleo group ,5,5,0,,0,CMG,,,-4.632081,38.4262498
Tanga,Lushoto,Mlola,Lwandai,41108,18.61, Jitegemee group ,5,5,0,,0,CMG,,,-4.632081,38.4262498
Tanga,Lushoto,Mlola,Lwandai,41108,18.61,Nguvu kazi group,5,5,0,,0,CMG,,,-4.632081,38.4262498
Tanga,Lushoto,Mlola,Lwandai,41004,24.42,Mshikamano group ,5,5,0,,0,CMG,,,-4.6425903,38.460856
Tanga,Lushoto,Mlola,Lwandai,41004,24.42,Gombelo group ,66,44,22,,0,CMG,,,-4.6425903,38.460856
Tanga,Lushoto,Gare,Yamba,41031,13.6,Upendo women group,10,10,0,,0,CMG,,,-4.7967932,38.3639602
Tanga,Lushoto,Gare,Yamba,41031,13.6,Jitegemee youth group,5,0,5,,0,CMG,,,-4.7967932,38.3639602
Tanga,Lushoto,Gare,Yamba,41031,13.6,Samia kwanza group,6,6,0,,0,CMG,,,-4.7967932,38.3639602
Tanga,Lushoto,Gare,Yamba,41031,13.6,Upendo group ,9,8,1,,0,CMG,,,-4.7967932,38.3639602
Tanga,Lushoto,Gare,Yamba,41031,13.6,Tupendane group,6,5,1,,0,CMG,,,-4.7967932,38.3639602
Tanga,Lushoto,Gare,Yamba,41031,13.6,Muivano group ,14,10,4,,0,CMG,,,-4.7967932,38.3639602
Tanga,Lushoto,Ubiri,Kizara,41074,9,Mshikamano group,61,55,6,,0,CMG,,,-4.8286338,38.3388045
Tanga,Lushoto,Ubiri,Kizara,41074,9,Tupendane group,9,9,0,,0,CMG,,,-4.8286338,38.3388045
Tanga,Lushoto,Ubiri,Kizara,41074,9,Amani group,50,44,6,,0,CMG,,,-4.8286338,38.3388045
Tanga,Lushoto,Ubiri,Kizara,41074,9,Juhudi group ,30,26,4,,0,CMG,,,-4.8286338,38.3388045
Tanga,Lushoto,Ubiri,Kizara,41074,9,Tuko Pamoja,25,15,10,,,CMG,,,-4.8286338,38.3388045
Tanga,Lushoto,Kwemashai,Nguru,41074,9,Wema group,13,12,1,,0,CMG,,,-4.8023091,38.3208305
Tanga,Lushoto,Kwemashai,Nguru,41074,9,Umoja group,23,22,1,,0,CMG,,,-4.8023091,38.3208305
Tanga,Lushoto,Kwai,Kireti,41038,16,Mshikamano group ,75,50,25,,0,CMG,,,-4.7337775,38.3602064
Tanga,Lushoto,Kwai,Kireti,41038,16,Nizamu group,67,39,28,,0,CMG,,,-4.7337775,38.3602064
Tanga,Lushoto,Kwai,Kireti,41038,16,Juhudi group,24,14,10,,0,CMG,,,-4.7337775,38.3602064
Tanga,Lushoto,Kwai,Kireti,41038,16,Umoja A group,20,10,10,,0,CMG,,,-4.7337775,38.3602064
Tanga,Lushoto,Kwai,Kireti,41038,16,Umoja B group,20,13,7,,0,CMG,,,-4.7337775,38.3602064
Tanga,Lushoto,Kwai,Kireti,41038,16,Maarifa group,31,22,9,,0,CMG,,,-4.7337775,38.3602064
Tanga,Lushoto,Migambo,Milungui,41016,14,Muivano group,10,9,1,,0,CMG,,,-4.7502263,38.3632791
Tanga,Lushoto,Migambo,Milungui,41016,14,Umoja ni nguvu group,10,9,1,,0,CMG,,,-4.7580379,38.3818042
Tanga,Lushoto,Migambo,Milungui,41016,14,Juhudi group,6,6,0,,0,CMG,,,-4.7580379,38.3818042
Tanga,Lushoto,Hemtoe,Mwangoi,41018,11,Bahati group,43,29,12,,0,CMG,,,-4.5940852,38.3513167
Tanga,Lushoto,Hemtoe,Mwangoi,41018,11,Mshikamano group,13,10,3,,0,CMG,,,-4.5940852,38.3513167
Tanga,Lushoto,Hemtoe,Mwangoi,41018,11,Muungano group,12,10,2,,0,CMG,,,-4.5940852,38.3513167
Tanga,Korogwe,Mombo,Jitengeni,42005,30,Upendo group,19,16,3,,0,CMG,,,-4.895682,38.2381865
Tanga,Korogwe,Mombo,Jitengeni,42005,30,Samata group,5,3,2,,0,CMG,,,-4.895682,38.2381865
Tanga,Korogwe,Mombo,Jitengeni,42005,30,Azimio group,5,5,0,,0,CMG,,,-4.895682,38.2381865
Tanga,Korogwe,Mombo,Jitengeni,42005,30,Jikomboe group,5,5,0,,0,CMG,,,-4.895682,38.2381865
Tanga,Korogwe,Mombo,Jitengeni,42005,30,Zinduka group,6,1,5,,0,CMG,,,-4.895682,38.2381865
Tanga,Korogwe,Mombo,Jitengeni,42005,30,Juhudi group,6,6,0,,0,CMG,,,-4.895682,38.2381865
Tanga,Korogwe,Mombo,Jitengeni,42005,30,Tunaweza group,5,5,0,,0,CMG,,,-4.895682,38.2381865
Tanga,Korogwe,Mombo,Jitengeni,42005,30,Busara group,5,5,0,,0,CMG,,,-4.895682,38.2381865
Tanga,Korogwe,Mombo,Jitengeni,42005,30,Mshikamano group,13,12,1,,0,CMG,,,-4.895682,38.2381865
Tanga,Korogwe,Kerenge,Kerenge Kibaoni,42021,12,Tumaini group,13,12,1,,0,CMG,,,-5.0063854,38.5523563
Tanga,Korogwe,Kerenge,Kerenge Kibaoni,42021,12,Hawavumi lakini wamo group,24,18,6,,0,CMG,,,-5.0063854,38.5523563
Tanga,Korogwe,Mashewa,Kwetonge,42029,19,Asali dhahabu group,7,3,4,,0,CMG,,,-4.8051187,38.6743796
Tanga,Korogwe,Mashewa,Kwetonge,42029,19,Jitume group,20,9,11,,0,CMG,,,-4.8051187,38.6743796
Tanga,Korogwe,Mashewa,Mashewa,42029,19,Watafutaji group,5,1,4,,0,CMG,,,-4.8287686,38.6951658
Tanga,Korogwe,Mashewa,Mashewa,42029,19,Abbas group,1,0,1,Dis,1,CMG,,,-4.8287686,38.6951658
Tanga,Korogwe,kizara,Bombo,42029,19,kizara sisal group,30,4,26,,0,CMG,,,-4.8794235,38.673953
Tanga,Korogwe,kizara,Bombo,42029,19,Furaha group,10,10,0,,0,CMG,,,-4.8794235,38.673953
Tanga,Korogwe,kizara,Bombo,42029,19,Boresha Bodaboda group,5,1,4,,0,CMG,,,-4.8794235,38.673953
Tanga,Korogwe,Mkomazi ,Buiko,42038,32,Nguvu kazi group,19,12,7,,0,CMG,,,-4.6816068,38.0335405
Tanga,Korogwe,Mkomazi ,Buiko,42038,32,Amani group ,22,22,0,,0,CMG,,,-4.6816068,38.0335405
Tanga,Korogwe,Mkomazi ,Buiko,42038,32, Bodaboda Buiko group,73,0,73,,0,CMG,,,-4.8808831,38.0540793
Tanga,Korogwe,Makuyuni ,Mpirani,42008,15,Furaha group,11,10,1,,0,CMG,,,-5.093924,38.3180225
Tanga,Korogwe,Makuyuni ,Mpirani,42008,15,Mwivano group,29,29,0,,0,CMG,,,-5.093924,38.3180225
Tanga,Korogwe,Mswaha,Mswaha majengo,42008,15,Tuidima group,15,13,2,,0,CMG,,,-5.1175411,38.2991026
Tanga,Korogwe,Mswaha,Mswaha majengo,42008,15,Ikunda group,10,10,0,,0,CMG,,,-5.1175411,38.2991026
Tanga,Korogwe,Mswaha,Mswaha majengo,42008,15,Nyemi group,15,8,7,,0,CMG,,,-5.1175411,38.2991026
Tanga,Korogwe,Mswaha,Mswaha Darajani,42008,15,Mwanzo mgumu group,14,12,2,,0,CMG,,,-5.1543275,38.3144933
Tanga,Korogwe,Mswaha,Mswaha Darajani,42008,15,Iyanga group,26,20,6,,0,CMG,,,-5.1543275,38.3144933
Tanga,Korogwe,Makuyuni,Makuyuni ,42019,21,Mehanga nyiko group,11,11,0,,0,CMG,,,-4.9828651,38.3599605
Tanga,Korogwe,Makuyuni,Makuyuni ,42019,21,Mwamke vijana group,10,0,10,,0,CMG,,,-4.9828651,38.3599605
Tanga,Korogwe,Makuyuni,Makuyuni ,42019,21,TBD,5,0,5,,0,CMG,,,-4.9828651,38.3599605
Tanga,Korogwe,Bungu,Bungu,42052,10,Bungu Patom group,32,23,9,,0,CMG,,,-5.0078611,38.3654737
Tanga,Korogwe,Bungu,Bungu,42052,10,Faraja group,18,10,8,,0,CMG,,,-5.0078611,38.3654737
Tanga,Korogwe,Nunguwi,Kwemshai,45052,10,Zinduka group ,25,20,5,,0,CMG,,,-4.9924016,38.3363352
Tanga,Korogwe,Nunguwi,Kwemshai,45052,10,Inuka group,28,18,10,,0,CMG,,,-4.9924016,38.3363352
Tanga,Korogwe,Nunguwi,Kwemshai,45052,10,Jipe moyo group,37,23,14,,0,CMG,,,-4.9924016,38.3363352
Tanga,Korogwe,Nunguwi,Kwemshai,45052,10,Jikwamue group,38,26,12,,0,CMG,,,-4.9924016,38.3363352
Tanga,Korogwe,Lutindi ,Lutindi,42010,17.5,Lutindi Tea heras group,14,9,5,,0,CMG,,,-5.0512477,38.3899032
Tanga,Korogwe,Lutindi ,Lutindi,42010,17.5,Kazimoto group,25,21,4,,0,CMG,,,-5.0512477,38.3899032
Tanga,Korogwe,Lutindi ,Lutindi,42010,17.5,Mshikamano group,29,22,7,,0,CMG,,,-5.0512477,38.3899032
Tanga,Korogwe,Bungu,Bungu Muheza ,42003,7,Jitahidi group,32,21,11,,0,CMG,,,-5.0287117,38.4277194
